user_id,age,location_country,count
265547,44.0,usa,1
271422,43.0,usa,1
160488,17.0,usa,1
30682,,usa,3
58020,16.0,usa,1
96558,17.0,usa,1
137881,,usa,3
234419,,usa,3
238871,17.0,usa,1
270692,18.0,canada,3
61330,14.0,usa,1
125583,55.0,canada,4
2203,40.0,united kingdom,1
80980,,sweden,1
156833,,denmark,1
199909,25.0,switzerland,3
202336,,usa,1
220621,,usa,3
233693,26.0,italy,3
49140,27.0,germany,1
61729,24.0,germany,1
83314,33.0,germany,9
126680,,spain,3
224310,,germany,1
237962,33.0,germany,3
2218,48.0,usa,1
10390,33.0,usa,1
31245,34.0,usa,5
121102,45.0,canada,1
168466,33.0,usa,1
2219,,usa,1
2222,,usa,2
30387,48.0,australia,2
2224,23.0,france,1
134007,49.0,france,1
2226,,canada,1
2253,,canada,1
7500,20.0,thailand,1
25140,54.0,usa,2
44515,46.0,usa,3
60358,,usa,1
105022,49.0,usa,1
115259,32.0,france,3
137359,28.0,usa,1
159031,31.0,usa,2
163798,,usa,1
179523,,canada,1
192822,,usa,1
207531,,usa,1
241609,,usa,1
260098,62.0,usa,3
22379,22.0,usa,1
42206,46.0,usa,2
70265,23.0,usa,1
87302,58.0,usa,11
184216,45.0,usa,1
190278,31.0,usa,2
203766,57.0,usa,3
233842,,usa,1
267373,35.0,usa,1
91004,41.0,usa,1
19565,24.0,usa,3
45401,,usa,1
60680,45.0,usa,2
261341,17.0,usa,1
30192,,usa,1
84864,,canada,2
88667,,canada,1
91045,53.0,usa,1
242446,57.0,usa,1
99381,25.0,usa,1
177209,30.0,usa,3
205196,30.0,usa,2
225211,,usa,1
106018,28.0,usa,11
127171,36.0,usa,22
63693,35.0,usa,1
91478,,usa,11
169637,,usa,1
230460,34.0,usa,5
72204,42.0,usa,1
196872,,usa,2
266827,22.0,usa,3
150458,60.0,canada,2
41196,38.0,canada,1
63349,,usa,1
233962,47.0,usa,1
85981,24.0,canada,1
248033,30.0,canada,5
30145,,usa,2
154220,,usa,1
136213,24.0,usa,4
37929,,canada,18
146547,42.0,usa,1
153667,,canada,2
172880,,usa,1
235918,43.0,usa,1
236593,,australia,14
239854,46.0,canada,5
265777,48.0,usa,2
129376,,usa,2
163064,,usa,1
239551,31.0,united kingdom,9
122987,,usa,1
119654,27.0,canada,12
210273,,united kingdom,15
5703,,usa,3
48016,,usa,1
133661,,usa,1
189733,30.0,usa,11
266752,46.0,usa,1
268988,30.0,usa,4
130715,36.0,usa,1
37447,,usa,20
215832,24.0,usa,6
39480,20.0,usa,1
87531,,usa,2
98618,18.0,finland,1
148312,,usa,2
164640,28.0,usa,2
237758,24.0,usa,1
244444,25.0,usa,1
262280,,usa,1
3965,,usa,4
26339,35.0,usa,1
41013,,usa,1
44588,26.0,canada,5
56031,40.0,canada,1
68827,,usa,2
77591,,usa,1
84754,18.0,canada,2
85549,65.0,usa,1
106453,26.0,usa,1
121285,,usa,1
129339,55.0,usa,2
135380,37.0,canada,2
159059,36.0,canada,3
218572,30.0,usa,2
240827,16.0,usa,1
243038,,canada,2
271241,19.0,usa,1
19480,,usa,1
25954,,usa,1
31102,57.0,usa,2
32197,60.0,usa,1
73265,,usa,2
112436,,usa,2
177427,,usa,3
78323,20.0,usa,7
146702,,canada,1
45810,25.0,usa,1
49216,,usa,1
58024,,usa,1
84982,,usa,1
86991,,usa,1
91838,,usa,9
103656,28.0,usa,12
111425,61.0,usa,1
139832,41.0,usa,1
140727,,usa,2
152921,,usa,1
183524,19.0,germany,14
204697,,usa,1
229340,35.0,usa,3
231532,36.0,usa,4
251537,,usa,1
252086,44.0,usa,3
255532,,usa,1
256526,16.0,india,1
258506,,usa,1
264442,,usa,1
274194,16.0,usa,1
22297,,canada,1
143569,45.0,canada,1
45911,,usa,6
171097,,usa,1
149813,,usa,1
161238,48.0,missouri,1
167621,,usa,1
75499,,usa,11
269714,,usa,6
56542,,usa,4
218224,,usa,1
225389,59.0,usa,1
175713,26.0,israel,1
254105,,usa,2
18716,,usa,2
89634,,usa,7
38674,,canada,4
41376,,netherlands,4
58306,22.0,canada,1
126026,44.0,usa,4
275466,,usa,2
18515,,usa,1
73485,30.0,france,2
126170,18.0,netherlands,4
176997,51.0,canada,1
178837,59.0,usa,2
185795,57.0,usa,6
18622,,usa,1
59615,,usa,2
82665,,usa,1
86799,45.0,usa,3
89525,49.0,germany,2
94091,,usa,1
195171,,usa,1
196210,22.0,canada,1
198352,,italy,1
219644,56.0,usa,1
265522,53.0,canada,1
79746,,canada,1
198727,30.0,usa,3
249896,,usa,2
23803,,usa,1
17871,,usa,2
107634,,canada,1
121439,,usa,1
178115,69.0,usa,1
130654,49.0,usa,1
7010,27.0,usa,1
10063,35.0,usa,2
39621,43.0,usa,1
51631,,usa,3
92090,38.0,usa,1
118632,64.0,usa,4
193148,69.0,usa,4
193420,63.0,usa,2
208428,31.0,usa,1
218083,38.0,usa,1
222171,60.0,usa,2
233606,32.0,usa,1
239170,27.0,caymanislands,1
241756,,usa,3
245127,21.0,usa,1
258422,64.0,usa,2
271247,36.0,usa,1
274327,39.0,usa,3
274718,21.0,usa,3
276896,14.0,usa,1
224339,,usa,1
47304,,usa,2
61119,21.0,usa,2
109422,31.0,usa,5
71615,29.0,usa,3
72735,67.0,australia,1
211120,,germany,1
66456,59.0,usa,3
203406,35.0,usa,1
160618,,usa,2
123973,,germany,1
135879,,usa,1
255974,,usa,1
34189,50.0,australia,1
52106,,usa,3
106226,53.0,usa,1
17156,47.0,usa,2
26300,17.0,usa,1
28436,25.0,usa,1
31288,,usa,1
66015,,usa,1
130518,31.0,canada,3
249256,69.0,usa,4
261469,,usa,1
270844,59.0,usa,1
25188,,usa,1
25706,56.0,usa,2
58667,,usa,1
94723,,usa,1
106056,,usa,3
132971,61.0,canada,1
140133,20.0,usa,4
143487,55.0,united kingdom,1
199318,64.0,usa,1
243851,38.0,usa,2
58030,,usa,1
267165,31.0,usa,1
164738,,usa,4
70962,,canada,1
83690,,usa,2
90217,,canada,2
122784,,usa,8
124355,,usa,2
128884,,canada,1
138407,40.0,australia,2
145434,23.0,canada,1
165610,61.0,france,1
173142,60.0,usa,2
189847,,usa,1
196763,19.0,canada,1
264505,44.0,japan,1
26268,25.0,spain,1
62997,66.0,usa,3
65231,32.0,costarica,3
33080,35.0,usa,1
34312,,usa,1
148479,45.0,usa,3
178806,,canada,1
191166,21.0,usa,11
191639,,india,1
22126,31.0,canada,2
79600,21.0,canada,1
80096,23.0,belgium,1
27458,16.0,usa,1
30416,65.0,usa,2
33391,,usa,2
33773,,usa,1
37925,,canada,1
52287,,usa,1
54704,,canada,4
82146,17.0,usa,4
121328,,usa,3
175874,,canada,4
221281,42.0,usa,3
236033,38.0,united kingdom,11
127773,34.0,usa,1
59501,,canada,1
126592,54.0,usa,3
230689,35.0,usa,2
135919,,canada,13
47819,32.0,germany,5
119485,21.0,germany,1
146363,,usa,1
124141,,usa,1
162223,68.0,newzealand,1
177454,,usa,1
34179,35.0,usa,1
136755,56.0,usa,1
144849,24.0,usa,1
183176,37.0,usa,2
249643,,usa,1
158805,70.0,usa,1
22637,27.0,canada,9
273366,31.0,empty,1
166974,,netherlands,1
172851,31.0,united kingdom,3
175540,43.0,canada,2
259288,,usa,10
262859,40.0,canada,3
98135,51.0,usa,4
64358,,canada,3
170664,51.0,china,2
189619,38.0,germany,1
267212,,germany,1
88900,37.0,usa,1
120570,38.0,usa,1
37046,63.0,usa,2
40748,29.0,canada,7
168669,,usa,1
240155,40.0,usa,8
270935,38.0,germany,2
38813,,usa,1
106450,34.0,usa,2
169017,59.0,usa,1
252482,,usa,1
206173,71.0,usa,1
88642,58.0,usa,2
193725,59.0,usa,2
155806,,usa,7
251792,17.0,unitedarabemirates,1
10668,,usa,7
93318,30.0,usa,1
235527,,usa,2
120588,27.0,canada,21
173852,,usa,3
243513,,usa,2
262208,37.0,usa,17
34979,33.0,canada,1
136371,25.0,usa,6
60944,,usa,9
20904,36.0,canada,1
58898,38.0,usa,4
57173,,usa,1
115182,,usa,1
247206,,australia,1
255972,22.0,norway,2
241537,29.0,united kingdom,9
101793,,usa,1
124170,,australia,1
84071,,luxembourg,5
91792,32.0,usa,4
64806,26.0,usa,8
196859,40.0,united kingdom,1
47851,34.0,usa,8
153849,,usa,4
243698,58.0,usa,3
123225,59.0,usa,1
159672,35.0,usa,2
42450,,usa,10
111019,21.0,usa,15
189789,,usa,9
116041,34.0,usa,8
134319,14.0,usa,1
223461,38.0,usa,4
240220,,usa,1
100607,,usa,1
79003,21.0,usa,2
116283,25.0,usa,1
126823,27.0,united kingdom,1
104995,,usa,1
241109,,newzealand,1
136923,27.0,usa,5
207570,,usa,9
64030,,usa,2
208583,,canada,1
5791,,usa,2
205239,,canada,1
246887,45.0,usa,1
81234,,usa,1
111442,54.0,usa,2
186713,35.0,usa,1
177506,,usa,1
56683,,australia,1
92648,41.0,canada,8
87943,,canada,3
256785,42.0,usa,2
120965,,usa,2
65433,,usa,2
190134,,usa,4
124088,18.0,usa,1
112986,68.0,usa,5
122062,,usa,2
98535,,usa,5
106150,61.0,usa,1
190857,,usa,1
208697,,usa,4
14806,,usa,3
21486,26.0,usa,1
84753,,usa,5
130237,,usa,1
190129,,usa,1
223525,,usa,9
69120,28.0,usa,4
250253,28.0,usa,4
26094,22.0,germany,2
35490,31.0,germany,10
35713,29.0,germany,5
65347,,germany,1
71317,28.0,germany,1
83319,18.0,switzerland,1
92258,,germany,2
98202,33.0,germany,3
119254,,germany,1
127424,,germany,1
128624,20.0,germany,2
136037,19.0,switzerland,5
157669,,germany,1
161065,18.0,germany,3
163288,22.0,germany,2
180529,,germany,1
221307,22.0,germany,3
239762,23.0,switzerland,1
255099,22.0,germany,4
13644,27.0,usa,1
24452,42.0,usa,6
178768,,usa,4
30538,34.0,usa,2
105531,54.0,usa,1
226474,32.0,usa,1
196095,19.0,usa,1
22563,33.0,usa,3
128799,31.0,canada,1
171565,37.0,canada,1
184389,31.0,usa,3
185299,,usa,4
217917,27.0,germany,3
245993,,usa,2
72002,,empty,1
199313,,usa,1
15258,26.0,usa,2
31791,,usa,2
55191,,usa,1
91484,16.0,usa,1
148044,18.0,usa,2
174496,15.0,usa,1
240154,26.0,usa,1
59215,,usa,1
71253,,usa,1
111742,,usa,1
174920,38.0,usa,3
182994,,usa,3
190960,40.0,usa,2
246212,,usa,1
58290,29.0,malaysia,4
69600,30.0,usa,4
276275,,usa,7
26192,18.0,germany,1
61210,,usa,1
73747,25.0,usa,1
82194,,usa,1
102801,48.0,usa,1
138486,36.0,usa,2
193322,35.0,usa,4
220967,54.0,usa,2
233659,,canada,2
236044,,usa,6
68691,54.0,usa,2
71628,,usa,16
113602,52.0,usa,5
228383,48.0,usa,3
3893,,usa,1
166128,20.0,usa,2
210910,,usa,2
127707,18.0,united kingdom,3
24685,62.0,usa,3
55184,31.0,canada,1
57751,46.0,usa,1
61429,47.0,usa,1
75802,33.0,usa,3
112141,,usa,1
127689,24.0,ireland,2
133108,37.0,usa,2
146056,,usa,1
166012,,usa,1
220401,,usa,4
221136,37.0,usa,1
226654,44.0,usa,4
256469,44.0,canada,3
18112,,usa,2
83157,,usa,3
91221,46.0,usa,1
159100,15.0,usa,1
232493,22.0,denmark,1
271172,,usa,1
35216,,usa,2
56611,29.0,usa,1
59164,,empty,1
118910,31.0,united kingdom,6
141795,38.0,empty,2
188299,55.0,usa,2
258020,47.0,usa,1
5027,31.0,newzealand,3
29974,,usa,36
54831,40.0,usa,1
114627,65.0,usa,3
246220,35.0,united kingdom,1
93832,67.0,usa,2
147561,27.0,usa,1
178578,33.0,usa,1
180832,49.0,usa,2
236025,,usa,6
93674,56.0,usa,3
205634,37.0,usa,6
42253,,usa,1
115342,,usa,1
209394,,usa,9
258004,72.0,usa,3
70940,,usa,5
127135,76.0,usa,3
146719,,usa,1
193220,39.0,usa,9
199884,,usa,1
240571,,usa,1
245262,,usa,1
125839,,usa,1
2296,61.0,usa,2
180919,68.0,usa,3
247176,33.0,germany,4
38932,59.0,canada,1
177949,18.0,united kingdom,3
236581,52.0,united kingdom,2
2305,71.0,united kingdom,1
2311,,usa,1
96849,,usa,1
94753,,usa,1
173659,30.0,canada,3
50403,,usa,1
59287,,usa,2
129311,30.0,usa,1
171912,,usa,1
214011,,usa,3
220502,,usa,1
255502,,usa,1
263003,54.0,usa,2
30217,46.0,usa,1
57712,,usa,5
58005,,usa,2
92940,,usa,2
93333,52.0,usa,2
122802,,usa,7
123738,,usa,1
128134,,usa,2
146308,54.0,canada,1
164365,39.0,usa,1
174967,36.0,usa,1
183355,60.0,usa,1
199764,,usa,5
201648,26.0,usa,1
215798,,usa,1
239503,,usa,1
243918,,usa,2
253265,,usa,1
270418,,usa,2
274368,,usa,3
75344,47.0,italy,1
106821,,usa,8
112738,,usa,2
121836,,usa,1
207641,,usa,2
217179,,usa,1
220119,,usa,1
228839,,usa,1
245440,,italy,1
265508,,usa,3
272352,,canada,1
277502,,usa,1
15654,29.0,usa,15
57697,45.0,usa,6
118669,44.0,usa,4
10643,,usa,3
39274,21.0,usa,1
140938,,usa,5
146055,,usa,1
154866,55.0,usa,1
205360,31.0,usa,4
46155,61.0,usa,1
152964,44.0,usa,1
176105,31.0,germany,5
192257,,canada,7
252567,24.0,usa,1
264477,,canada,1
115752,29.0,usa,5
246246,,usa,15
51687,,usa,3
212779,54.0,usa,1
277648,27.0,usa,1
71295,,usa,1
171679,,usa,2
78089,33.0,usa,5
2324,40.0,usa,1
164281,66.0,usa,2
209385,57.0,usa,10
14450,,usa,1
53765,75.0,canada,3
74579,,usa,2
86238,42.0,canada,1
95354,20.0,canada,1
150024,37.0,usa,1
173604,,usa,1
221001,,usa,1
249739,43.0,united kingdom,1
272412,43.0,usa,3
48952,,usa,1
104219,18.0,finland,1
170252,,usa,1
172764,37.0,usa,1
224900,27.0,germany,1
81766,,usa,1
45861,,usa,1
66211,,usa,2
237538,,usa,1
15542,18.0,spain,9
14630,13.0,canada,1
94183,40.0,usa,2
96273,34.0,usa,1
128043,45.0,usa,1
189318,19.0,usa,1
217682,15.0,australia,3
57787,21.0,canada,1
134076,22.0,canada,5
2329,13.0,malaysia,1
118856,23.0,canada,7
15208,,usa,31
28430,44.0,usa,5
44209,,usa,1
73840,53.0,usa,1
149163,,usa,1
240618,,canada,1
13834,,usa,1
60738,32.0,usa,2
81086,,usa,1
138886,46.0,usa,6
158984,42.0,usa,10
176411,,switzerland,2
176918,32.0,usa,1
74542,,usa,1
188635,29.0,canada,1
224711,,usa,3
2334,,netherlands,1
2336,17.0,usa,1
35790,20.0,canada,1
36638,46.0,israel,6
80672,52.0,usa,1
93448,,usa,3
98309,51.0,usa,2
113582,,usa,1
145280,44.0,usa,1
156512,,usa,3
171658,54.0,usa,1
179982,,japan,1
191991,28.0,usa,3
203246,41.0,usa,1
204500,,usa,1
239251,50.0,usa,1
250797,,usa,1
255210,44.0,usa,1
269291,,usa,1
33552,48.0,usa,1
35240,61.0,usa,4
96023,56.0,usa,1
213836,40.0,usa,2
223789,50.0,usa,2
29467,32.0,usa,1
47456,39.0,usa,1
103318,,usa,1
103966,23.0,usa,1
128278,35.0,canada,1
165424,,usa,2
167326,,usa,1
177077,,usa,1
33657,,usa,1
59031,,usa,1
94725,,usa,1
98658,,usa,2
216045,,usa,1
221420,,usa,1
22211,60.0,usa,1
238241,35.0,usa,11
2339,,usa,1
2340,29.0,usa,1
264500,29.0,usa,1
2345,55.0,united kingdom,1
6142,40.0,ireland,1
8308,22.0,netherlands,1
8762,22.0,united kingdom,1
11652,33.0,united kingdom,1
22712,55.0,united kingdom,1
26957,32.0,united kingdom,1
27442,48.0,united kingdom,1
44225,25.0,france,1
58794,37.0,united kingdom,1
58969,31.0,united kingdom,1
69896,63.0,united kingdom,1
84200,56.0,united kingdom,1
89117,43.0,united kingdom,1
94315,39.0,united kingdom,1
108769,55.0,united kingdom,1
109691,33.0,united kingdom,1
119743,39.0,united kingdom,1
139711,29.0,united kingdom,1
153980,45.0,united kingdom,1
162109,43.0,united kingdom,1
166617,55.0,united kingdom,1
166817,47.0,united kingdom,1
175575,45.0,united kingdom,1
178379,23.0,united kingdom,1
184358,37.0,united kingdom,1
187447,37.0,united kingdom,1
208258,24.0,united kingdom,1
211666,53.0,united kingdom,1
218549,33.0,united kingdom,1
222047,58.0,united kingdom,1
230001,39.0,united kingdom,1
234561,45.0,united kingdom,1
235718,50.0,united kingdom,1
248291,40.0,united kingdom,1
265680,23.0,united kingdom,1
266084,23.0,united kingdom,1
267317,42.0,united kingdom,1
269640,52.0,united kingdom,1
2349,,germany,1
13032,,germany,5
43850,34.0,germany,13
70866,31.0,germany,3
77769,,germany,1
86139,,germany,2
94792,,germany,2
109223,31.0,switzerland,9
125055,37.0,empty,2
147714,,austria,1
171235,34.0,germany,11
187844,,switzerland,14
189120,27.0,germany,9
192182,,germany,2
198116,44.0,switzerland,1
201936,46.0,germany,2
33373,36.0,germany,1
140814,44.0,germany,2
43705,37.0,germany,1
106714,38.0,germany,2
125276,,germany,8
143321,,germany,1
153889,34.0,germany,2
156609,51.0,austria,7
214616,23.0,germany,3
233397,33.0,switzerland,4
260879,38.0,germany,5
2350,24.0,usa,1
26987,,usa,3
232511,,usa,3
275270,51.0,angola,1
2351,24.0,germany,1
244205,,germany,1
16446,33.0,austria,1
35712,,germany,3
63285,,germany,1
63810,,germany,1
84553,39.0,germany,5
89348,,germany,1
97486,38.0,germany,5
143796,28.0,switzerland,3
223340,32.0,germany,1
243768,59.0,switzerland,8
18886,,germany,6
43165,35.0,germany,1
45650,25.0,germany,1
84348,26.0,germany,1
97800,28.0,germany,4
118663,31.0,germany,1
125283,23.0,germany,1
134501,23.0,germany,2
176285,,germany,1
178651,,austria,1
235113,,austria,5
3660,,usa,1
140193,,usa,1
2355,,canada,1
88041,57.0,usa,1
228228,,usa,1
51877,63.0,usa,1
41799,,usa,1
70569,42.0,canada,14
162237,,netherlands,2
257714,29.0,usa,9
37036,,usa,1
146862,69.0,usa,1
270548,44.0,usa,1
9200,14.0,usa,1
32211,,usa,6
122679,,usa,1
126010,,usa,2
142807,15.0,newzealand,1
143867,14.0,canada,2
165262,17.0,canada,2
262079,,usa,1
107490,17.0,usa,3
242509,24.0,usa,2
30078,,usa,1
73215,,usa,5
15841,,australia,1
26612,55.0,usa,6
101836,34.0,usa,3
116060,,usa,1
208165,,usa,1
223959,,usa,2
152697,,japan,5
181261,23.0,usa,3
53944,,usa,2
160527,46.0,australia,2
200196,56.0,usa,11
236550,,usa,8
29483,58.0,usa,2
46817,,usa,1
50450,59.0,usa,2
66956,37.0,usa,6
93044,29.0,usa,1
173457,35.0,usa,2
34057,,canada,1
180164,35.0,italy,5
92677,28.0,china,1
167597,36.0,usa,1
12474,17.0,germany,1
241635,,austria,1
247784,43.0,usa,1
268307,17.0,usa,1
278849,23.0,canada,1
28753,,usa,1
38123,,usa,2
98072,,usa,1
276177,53.0,usa,2
128198,,usa,1
230840,22.0,usa,1
246275,24.0,sweden,1
225690,18.0,usa,2
42182,45.0,usa,1
133778,25.0,usa,3
33203,35.0,usa,17
133448,42.0,usa,1
60643,,usa,1
142808,15.0,usa,1
237235,,usa,1
5183,,philippines,1
10284,23.0,usa,1
20449,33.0,usa,2
26847,,germany,1
28195,,canada,1
28299,36.0,usa,3
29381,34.0,usa,1
33431,40.0,canada,2
41703,27.0,usa,2
53259,,usa,1
73148,,usa,1
114730,,usa,1
117177,36.0,usa,1
155828,40.0,canada,2
188689,46.0,spain,2
203963,,usa,2
207358,,canada,2
213491,,canada,8
216594,,usa,1
232539,25.0,usa,1
234953,,usa,4
236716,21.0,usa,1
245287,29.0,empty,1
251853,,bolivia,1
262780,,empty,3
278536,,usa,4
104150,54.0,usa,2
152062,19.0,usa,3
232071,17.0,usa,1
257854,,usa,2
274889,,usa,1
198513,66.0,usa,2
205967,,usa,10
270166,51.0,usa,1
95986,31.0,usa,1
230404,46.0,usa,3
237191,23.0,usa,1
255789,26.0,germany,4
12829,21.0,usa,1
25041,,germany,12
75027,,usa,1
112464,17.0,usa,1
120966,23.0,usa,1
140132,21.0,usa,8
178160,,usa,2
259040,,usa,1
266664,18.0,usa,1
266960,19.0,usa,1
25969,48.0,usa,1
72233,65.0,usa,6
85066,31.0,brazil,1
212798,39.0,usa,6
226840,,usa,1
17275,,usa,1
19972,39.0,usa,15
26333,,usa,1
31909,,usa,1
60202,,usa,1
67444,42.0,usa,2
85120,,usa,1
92637,,usa,8
121886,,usa,1
124156,,usa,1
127327,33.0,germany,1
143349,27.0,usa,4
148052,,canada,2
177560,,canada,1
197330,,usa,1
206717,55.0,usa,1
207868,39.0,ireland,1
211876,34.0,usa,1
249026,37.0,usa,2
265594,,usa,3
267851,,canada,1
206570,37.0,usa,15
103160,14.0,canada,7
64803,67.0,usa,7
177764,32.0,australia,7
37324,16.0,usa,1
144056,,newzealand,3
2368,18.0,usa,1
12122,26.0,australia,8
166925,25.0,australia,2
71410,,usa,2
87287,54.0,usa,1
2376,38.0,usa,1
18173,34.0,singapore,1
18609,,usa,1
41461,,usa,1
128049,34.0,usa,2
145989,,usa,1
149682,63.0,usa,1
155952,53.0,usa,1
162544,,usa,1
209191,,usa,1
262263,,usa,2
66677,53.0,usa,1
125207,,usa,1
155247,,usa,2
223647,,usa,1
2389,,germany,2
182603,,switzerland,1
211378,,switzerland,5
94727,58.0,usa,1
148681,,usa,1
160551,43.0,canada,3
199047,37.0,usa,1
203999,,usa,1
204375,60.0,usa,2
209220,52.0,usa,15
213607,,usa,2
227283,24.0,usa,1
276957,,usa,1
7908,18.0,usa,2
129176,37.0,usa,3
196714,35.0,usa,1
2404,,usa,1
57986,25.0,usa,4
238717,17.0,usa,1
168815,,usa,5
187959,25.0,usa,1
2406,48.0,germany,5
2545,48.0,germany,2
41976,33.0,germany,3
107170,,germany,2
118719,52.0,germany,4
71672,60.0,germany,2
202501,42.0,germany,3
225343,46.0,germany,5
198411,31.0,switzerland,1
66470,,germany,1
105677,36.0,germany,5
54828,,germany,19
150429,,usa,2
2415,33.0,germany,1
2416,21.0,spain,1
120281,53.0,spain,4
153552,28.0,spain,4
157014,27.0,spain,2
160342,25.0,spain,1
165625,32.0,argentina,1
178003,23.0,spain,2
202046,,spain,10
224635,21.0,spain,5
2421,,southafrica,1
81237,,usa,1
132362,,usa,2
2425,54.0,canada,1
23070,24.0,usa,7
42952,,usa,3
138117,33.0,usa,3
19057,53.0,usa,1
185788,59.0,usa,2
226655,,canada,1
268916,,canada,1
40511,40.0,usa,8
199413,,usa,1
237210,28.0,usa,2
38122,,usa,2
95701,,usa,1
152359,34.0,united kingdom,1
169814,40.0,australia,1
269169,,usa,1
2769,27.0,italy,1
203031,29.0,italy,8
49043,,italy,4
238710,28.0,italy,1
276875,,italy,4
40635,22.0,italy,2
165149,,italy,3
194473,29.0,italy,1
215605,30.0,italy,1
254498,,italy,4
268560,,italy,1
34551,,italy,2
57447,38.0,italy,2
20871,,italy,2
22530,34.0,italy,1
109248,56.0,italy,1
136858,31.0,italy,1
163435,,switzerland,1
184458,,italy,1
196024,40.0,italy,3
230016,35.0,italy,2
264185,41.0,italy,1
2448,,united kingdom,1
138280,,usa,6
24945,22.0,germany,6
234450,,germany,1
2461,59.0,usa,2
24243,57.0,usa,1
232823,61.0,usa,1
103985,,canada,1
200000,,usa,2
97415,30.0,usa,2
267587,61.0,usa,3
58473,51.0,usa,3
60439,,usa,5
216869,53.0,usa,5
227093,,usa,1
2470,22.0,usa,2
252362,,usa,1
228988,19.0,usa,1
247137,,usa,1
2473,31.0,usa,1
46418,39.0,usa,1
2481,,usa,2
25200,48.0,usa,2
39744,,usa,1
93655,56.0,usa,1
104451,22.0,usa,2
132222,,china,1
175230,,czechrepublic,1
191547,,usa,1
213881,,canada,1
62672,,usa,1
125768,,usa,3
32033,35.0,united kingdom,1
34154,,usa,1
114674,44.0,usa,1
122458,45.0,usa,1
144432,33.0,canada,1
152493,22.0,usa,1
190842,54.0,usa,1
203902,,usa,2
205222,,usa,2
261311,43.0,usa,1
2484,,usa,1
16386,29.0,usa,2
35037,,usa,1
89701,,usa,1
97239,30.0,canada,2
98403,,canada,1
116990,,usa,5
129944,42.0,canada,1
133504,,usa,1
146764,30.0,usa,3
187030,,usa,1
269309,34.0,canada,3
101682,33.0,canada,1
151569,42.0,usa,1
234090,32.0,usa,1
2504,,usa,1
151547,,usa,1
2506,50.0,spain,1
2508,38.0,united kingdom,1
84122,56.0,spain,8
19983,25.0,italy,1
34019,34.0,italy,2
34810,,italy,4
57540,26.0,germany,1
67173,28.0,italy,1
74201,39.0,italy,2
87705,58.0,italy,1
155454,33.0,italy,6
188967,30.0,italy,2
191544,30.0,italy,1
214908,30.0,empty,1
2534,,canada,1
145883,24.0,usa,2
252539,20.0,usa,1
75079,32.0,usa,1
75074,31.0,germany,2
25074,51.0,germany,1
79590,,germany,15
90830,41.0,germany,5
123947,23.0,germany,1
131122,,germany,2
276614,,ghana,2
276798,31.0,germany,3
2549,31.0,france,1
84622,33.0,france,1
225340,24.0,france,2
95895,19.0,france,2
2550,,france,1
12014,33.0,usa,1
34701,53.0,usa,3
82562,30.0,usa,1
130334,,usa,1
171637,47.0,usa,1
180512,,usa,1
213149,28.0,usa,1
243899,55.0,usa,5
2552,,guernsey,3
99719,26.0,germany,1
73464,28.0,germany,27
155035,40.0,austria,7
160884,24.0,germany,2
35705,,germany,3
117749,38.0,germany,1
144705,38.0,germany,3
145544,19.0,germany,1
162718,24.0,germany,1
222418,,germany,1
237218,32.0,germany,1
248572,25.0,germany,12
249445,26.0,germany,1
276936,32.0,austria,2
12246,15.0,germany,6
35273,,usa,2
46392,34.0,usa,1
144507,,usa,1
204700,29.0,usa,1
270693,,canada,1
278492,29.0,spain,1
24576,31.0,usa,1
59871,46.0,usa,1
2562,53.0,usa,1
181735,26.0,usa,1
254209,54.0,empty,1
15057,,usa,2
49087,,usa,1
59196,,usa,1
123500,55.0,usa,12
172847,,usa,1
209393,,usa,1
220610,,usa,1
243850,,usa,1
262577,,usa,5
273682,23.0,usa,2
61913,34.0,usa,2
2574,,sweden,1
53300,15.0,australia,3
67782,12.0,usa,8
276928,10.0,usa,4
2579,,canada,1
2583,33.0,usa,1
184788,15.0,usa,1
242887,,usa,1
27673,56.0,usa,4
126716,37.0,usa,1
205389,52.0,usa,5
228571,,usa,5
179740,49.0,usa,1
208727,59.0,usa,1
219895,62.0,usa,1
278760,,usa,1
169673,13.0,usa,1
217870,,usa,1
229015,13.0,usa,4
52446,44.0,usa,1
148869,,usa,1
257663,24.0,canada,1
2590,26.0,usa,1
176921,27.0,australia,1
261857,,empty,3
80057,,usa,1
39174,,germany,2
90829,,germany,3
97148,,germany,1
2597,29.0,usa,2
240696,22.0,united kingdom,1
58482,,usa,23
37924,27.0,spain,2
125655,18.0,spain,7
2605,33.0,usa,1
60625,38.0,usa,1
249029,26.0,usa,1
2611,,usa,1
42506,39.0,usa,1
85409,29.0,usa,5
92681,,usa,3
107438,20.0,usa,2
151404,19.0,united kingdom,1
198738,,usa,1
200198,19.0,usa,1
200658,19.0,usa,1
207035,,usa,2
225213,23.0,usa,7
251877,,usa,5
256850,47.0,usa,1
11464,16.0,canada,5
46362,,usa,1
137356,19.0,canada,4
138028,,usa,2
86183,27.0,germany,3
98005,64.0,united kingdom,2
119854,25.0,united kingdom,1
163721,48.0,united kingdom,1
268222,36.0,austria,1
2622,41.0,usa,3
172021,41.0,usa,2
80270,,usa,1
125554,44.0,usa,2
147270,35.0,usa,1
27907,,usa,5
137476,51.0,southafrica,1
241036,,usa,6
54492,34.0,usa,4
89667,,usa,1
175892,71.0,usa,3
233204,44.0,usa,1
