year_of_publication,category,isbn
1992.0,['Divorce'],1
1992.0,['Dog breeds'],1
1992.0,['Dogs'],1
1992.0,['Dolls'],2
1992.0,['Domestic fiction'],3
1992.0,"['Dracula, Count (Fictitious character)']",7
1992.0,['Dragons in literature'],1
1992.0,['Drama'],29
1992.0,['Dreams.'],1
1992.0,['Ducks'],2
1992.0,['Dutch fiction'],3
1992.0,['Earthquakes'],2
1992.0,['Eccentrics and eccentricities'],1
1992.0,['Education'],17
1992.0,['Electronic books'],1
1992.0,"['Emblems, National']",1
1992.0,['Employee selection'],1
1992.0,['England'],3
1992.0,['English drama'],3
1992.0,['English fiction'],5
1992.0,['English language'],8
1992.0,['Entertainers'],1
1992.0,['Entertaining'],1
1992.0,['Environmental protection'],1
1992.0,['Epic literature'],1
1992.0,"['Epic poetry, Greek']",10
1992.0,"['Erotic poetry, Brazilian']",1
1992.0,['Erotic stories'],4
1992.0,"['Erotic stories, American.']",1
1992.0,['Etiquette'],3
1992.0,"['Experimental fiction, American.']",1
1992.0,['Experiments'],1
1992.0,['FICTION'],8
1992.0,['Fairy tales'],11
1992.0,['Fairy tales.'],1
1992.0,['Families'],2
1992.0,['Family & Relationships'],101
1992.0,['Family violence'],2
1992.0,['Fantasy fiction'],1
1992.0,"['Fantasy fiction, English']",6
1992.0,"['Fantasy literature, English']",1
1992.0,['Fantasy'],1
1992.0,['Fantasy.'],2
1992.0,['Farm life'],1
1992.0,['Farms'],1
1992.0,['Fashion merchandising'],2
1992.0,['Fear'],3
1992.0,['Feminism'],2
1992.0,['Fencing'],3
1992.0,['Fiction'],3639
1992.0,['Finland'],1
1992.0,['Flight'],1
1992.0,['Florida'],1
1992.0,['Food'],2
1992.0,['Foreign Language Study'],10
1992.0,['Fossils'],1
1992.0,['Foster home care'],1
1992.0,['France'],1
1992.0,['Frankenstein (Fictitious character)'],11
1992.0,['French-Canadian fiction'],1
1992.0,['Friendship'],3
1992.0,['Frontier and pioneer life'],5
1992.0,['Funny animal comics'],1
1992.0,['Games & Activities'],2
1992.0,['Games'],6
1992.0,['Gardening'],22
1992.0,['Genealogy'],2
1992.0,['German fiction'],4
1992.0,['Germany'],1
1992.0,['Ghost stories'],5
1992.0,"['Ghost stories, English']",1
1992.0,['Governors'],2
1992.0,['Grand Canyon (Ariz.)'],1
1992.0,['Grandmothers'],2
1992.0,['Great Britain'],9
1992.0,['HEALTH & FITNESS'],2
1992.0,['Halloween'],2
1992.0,['Health & Fitness'],41
1992.0,['Herb gardening'],1
1992.0,['Herbs'],2
1992.0,['History'],86
1992.0,"['History, Modern']",1
1992.0,"['Hollywood (Los Angeles, Calif.)']",1
1992.0,"['Homosexuality, Male']",1
1992.0,['Horror stories.'],2
1992.0,['Horror tales'],1
1992.0,['Horse chestnut'],1
1992.0,['House & Home'],10
1992.0,['Human ecology'],1
1992.0,['Humor'],117
1992.0,['Identity (Philosophical concept)'],1
1992.0,['Indians of North America'],2
1992.0,['Indonesia'],1
1992.0,['Infanticide'],1
1992.0,['Infants'],1
1992.0,['Influenza'],3
1992.0,['Insects'],1
1992.0,['Interpersonal relations'],1
1992.0,['Interplanetary voyages'],6
1992.0,['Italian language'],1
1992.0,['JUVENILE FICTION'],4
1992.0,['Japan'],1
1992.0,['Japanese Americans'],1
1992.0,['Japanese language'],2
1992.0,['Jews'],8
1992.0,['Journalists'],1
1992.0,['Juvenile Fiction'],309
1992.0,['Juvenile Nonfiction'],84
1992.0,['Juvenile science fiction'],1
1992.0,['Kenya'],1
1992.0,"['Knowledge, Theory of']",1
1992.0,['Lambs'],1
1992.0,['Language Arts & Disciplines'],27
1992.0,['Large print books'],1
1992.0,['Latin language'],1
1992.0,['Law'],2
1992.0,['Leukemia'],2
1992.0,['Life'],2
1992.0,['Literary Collections'],5
1992.0,['Literary Criticism'],26
1992.0,['Literary recreations'],1
1992.0,['Love stories'],1
1992.0,['Make-ahead cookery'],1
1992.0,['Man-woman relationships'],2
1992.0,['Mars (Planet)'],1
1992.0,['Massachusetts'],1
1992.0,['Massage'],1
1992.0,['Mathematics'],5
1992.0,['Medical fiction'],1
1992.0,['Medical'],5
1992.0,['Meditation'],2
1992.0,['Merlin (Legendary character)'],1
1992.0,['Miami (Fla.)'],1
1992.0,['Midlife crisis'],3
1992.0,['Milk as food'],2
1992.0,['Mongolia'],1
1992.0,['Monsters'],2
1992.0,['Mormon pioneers'],1
1992.0,['Mothers and daughters'],1
1992.0,['Motion picture actors and actresses'],1
1992.0,['Motion picture industry'],1
1992.0,['Motion pictures'],1
1992.0,['Motivation in education'],1
1992.0,['Murder'],4
1992.0,['Murderers'],1
1992.0,['Music'],14
1992.0,"['National characteristics, Portuguese']",1
1992.0,['Nature'],31
1992.0,['Near-death experiences.'],14
1992.0,['Negotiation'],1
1992.0,['Neurology'],1
1992.0,['Nuclear weapons'],1
1992.0,['Occultism'],1
1992.0,['Organic gardening'],1
1992.0,['Origami.'],1
1992.0,['Outlaws'],1
1992.0,['Painters'],1
1992.0,['Palindromes.'],1
1992.0,['Palmistry'],1
1992.0,['Paris (France)'],2
1992.0,['Perception'],1
1992.0,['Performing Arts'],20
1992.0,"['Persian Gulf War, 1991']",1
1992.0,['Personality'],1
1992.0,['Pets'],32
1992.0,['Philosophy'],43
1992.0,['Photography'],7
1992.0,['Pitchers (Baseball)'],1
1992.0,['Poetics'],1
1992.0,['Poetry'],56
1992.0,['Political Science'],24
1992.0,['Presidents'],1
1992.0,['Project management'],1
1992.0,['Psychology'],36
1992.0,"['Quotations, English']",3
1992.0,['Rabbits'],2
1992.0,['Rape'],2
1992.0,['Reference'],24
1992.0,['Religion'],72
1992.0,['Rock music'],2
1992.0,['Romance fiction'],3
1992.0,['Running'],2
1992.0,"['Ryan, Jack (Fictitious character)']",10
1992.0,['San Francisco (Calif.)'],1
1992.0,['Schools'],1
1992.0,['Science fiction'],4
1992.0,"['Science fiction, American']",1
1992.0,['Science'],26
1992.0,['Sea stories'],1
1992.0,['Seashore'],1
1992.0,['Self-Help'],33
1992.0,['Self-perception'],2
1992.0,['Serial murderers'],1
1992.0,['Sex (Psychology)'],1
1992.0,['Sex addiction'],1
1992.0,['Sex'],3
1992.0,"['Short stories, Australian']",1
1992.0,['Short stories.'],2
1992.0,['Soccer'],1
1992.0,['Social Science'],96
1992.0,['Social sciences'],2
1992.0,['Sociology'],1
1992.0,['Songs'],1
1992.0,['Sports & Recreation'],15
1992.0,['Steel industry and trade'],1
1992.0,['Stories in rhyme.'],1
1992.0,['Suspense fiction'],1
1992.0,['Swiss fiction (French)'],1
1992.0,['Tarot'],1
1992.0,['Taxicabs'],1
1992.0,['Technology & Engineering'],5
1992.0,['Thailand'],1
1992.0,['Transportation'],1
1992.0,['Travel'],42
1992.0,['True Crime'],15
1992.0,['United States'],3
1992.0,['Vampires'],1
1992.0,['Voyages and travels'],1
1992.0,"['Voyages, Imaginary']",1
1992.0,['Women novelists'],2
1992.0,['Women'],1
1992.0,"['World War, 1939-1945']",1
1992.0,['Wrestlers'],1
1992.0,['Young Adult Fiction'],1
1993.0,"[""Children's poetry, American.""]",1
1993.0,"[""Children's songs""]",1
1993.0,"[""Children's stories""]",6
1993.0,"[""Children's stories, American""]",3
1993.0,"[""Children's stories, American.""]",2
1993.0,"[""Children's stories, Canadian""]",1
1993.0,"[""Children's writings, American""]",1
1993.0,"[""Noah's ark in art.""]",1
1993.0,['AIDS (Disease)'],1
1993.0,"['Aanhalings, Engels']",1
1993.0,['Abdomen'],1
1993.0,['Ability.'],1
1993.0,['Aboriginal'],1
1993.0,['Abused children'],1
1993.0,['Abused wives'],1
1993.0,['Accomplices'],2
1993.0,['Accountants'],2
1993.0,['Action in art'],1
1993.0,['Actors'],5
1993.0,['Actresses'],1
1993.0,['Adobe Premiere'],1
1993.0,['Adolescence'],6
1993.0,['Adoption'],1
1993.0,['Adultery'],7
1993.0,['Adventure and adventurers'],7
1993.0,['Adventure stories'],22
1993.0,"['Adventure stories, English']",1
1993.0,['Advertising'],1
1993.0,['Africa'],1
1993.0,['African American authors'],4
1993.0,['African American men'],16
1993.0,['African Americans'],6
1993.0,['Aging'],12
1993.0,['Alchemists'],1
1993.0,['Ale'],1
1993.0,"['Algebras, Linear']",1
1993.0,['Alphabet'],1
1993.0,['Alps'],1
1993.0,['Amelia-Bedelia (Fictitious character)'],1
1993.0,['American essays'],2
1993.0,['American fiction'],5
1993.0,['American literature'],1
1993.0,['American wit and humor'],5
1993.0,['Anglais (Langue) - Phonétique'],1
1993.0,['Animal heroes'],1
1993.0,['Animals'],13
1993.0,"['Animals, Fossil']",3
1993.0,['Animated films'],1
1993.0,['Antiques & Collectibles'],1
1993.0,['Antiques'],1
1993.0,['Antisemitism'],1
1993.0,['Ants'],1
1993.0,['Arab Countries'],1
1993.0,['Architecture'],4
1993.0,['Arctic regions'],1
1993.0,['Arizona'],1
1993.0,['Arkansas'],3
1993.0,['Art'],19
1993.0,"['Art, Modern']",1
1993.0,['Arthurian romances'],2
1993.0,['Artificial intelligence'],1
1993.0,['Artist colonies'],4
1993.0,['Arts and society'],1
1993.0,['Assassination'],2
1993.0,['Auckland (N.Z.)'],1
1993.0,['Audiobooks'],12
1993.0,['Australia'],4
1993.0,['Australian drama'],1
1993.0,['Authors'],1
1993.0,"['Authors, American']",4
1993.0,['Avarice'],1
1993.0,['Babar (Fictitious character)'],1
1993.0,['Baby Roo (Fictitious character)'],1
1993.0,['Baby Sitters club'],1
1993.0,['Baby books'],1
1993.0,['Baby sitters'],1
1993.0,['Babysitters'],5
1993.0,['Barcelona (Spain)'],1
1993.0,['Base-ball - Récits canadiens-anglais'],3
1993.0,['Baseball stories'],1
1993.0,['Basketball stories'],1
1993.0,['Battles'],1
1993.0,['Bears'],1
1993.0,['Beat generation'],1
1993.0,['Beauty contests'],2
1993.0,"['Beauty, Personal']",1
1993.0,['Beavers'],1
1993.0,['Behavior'],2
1993.0,['Belgrade (Serbia)'],2
1993.0,['Bereavement in children'],1
1993.0,['Bible'],5
1993.0,['Bicycle touring'],1
1993.0,['Biodiversity'],2
1993.0,['Bioethics'],1
1993.0,['Biography & Autobiography'],206
1993.0,['Biology'],2
1993.0,"['Birnbaum, Maureen (Fictitious character)']",1
1993.0,['Birthdays'],1
1993.0,['Blasket Islands (Ireland)'],2
1993.0,['Blessing and cursing'],4
1993.0,['Blind'],2
1993.0,['Board books'],2
1993.0,['Boarding school students'],1
1993.0,"['Body, Mind & Spirit']",77
1993.0,['Book and Cassette'],4
1993.0,['Book clubs (Discussion groups)'],1
1993.0,['Boston (Mass.)'],8
1993.0,['Botany'],1
1993.0,"['Botany, Economic']",1
1993.0,['Brazil'],3
1993.0,"['Brichter, Peter (Fictitious character)']",1
1993.0,['Brothers and sisters'],4
1993.0,['Brothers'],2
1993.0,"['Budgets, Personal']",1
1993.0,['Business & Economics'],39
1993.0,['Business etiquette'],1
1993.0,['Business'],2
1993.0,['Businesswomen'],3
1993.0,['Camp counselors'],2
1993.0,['Canada'],6
1993.0,['Canadian literature'],1
1993.0,['Canadian poetry'],2
1993.0,['Cancer'],3
1993.0,['Caricatures and cartoons'],1
1993.0,"['Carols, English']",1
1993.0,['Carpets'],1
1993.0,['Cats'],3
1993.0,['Cattle drives'],2
1993.0,['Celebrities'],4
1993.0,['Cerebral palsy'],1
1993.0,['Charity-schools'],1
1993.0,"['Charles, Prince of Wales, 1948-']",1
1993.0,['Chickens'],1
1993.0,['Child development'],5
1993.0,['Child psychologists'],16
1993.0,['Child rearing'],2
1993.0,['Childbirth'],2
1993.0,['Children of celebrities'],1
1993.0,['Children'],4
1993.0,['Chinese'],1
1993.0,['Chip (Fictitious character : Disney)'],2
1993.0,['Chocolate'],1
1993.0,['Christian ethics'],1
1993.0,['Christian fiction'],3
1993.0,['Christian life'],5
1993.0,['Christmas cookery'],1
1993.0,['Christmas stories'],15
1993.0,['Christmas'],2
1993.0,['City and town life'],2
1993.0,['City planning'],1
1993.0,['Cleanliness'],1
1993.0,['Client/server computing'],1
1993.0,['Clubs'],1
1993.0,['Clue (Game)'],1
1993.0,['College readers'],1
1993.0,['College students'],5
1993.0,['Color'],1
1993.0,['Columbus (Ga.)'],1
1993.0,"['Combustion, Spontaneous human']",1
1993.0,"['Comic books, strips, etc']",18
1993.0,['Comics & Graphic Novels'],10
1993.0,['Commercial correspondence'],1
1993.0,['Communication in marriage'],2
1993.0,['Competition'],1
1993.0,['Compulsive eating'],8
1993.0,['Computers'],19
1993.0,['Conduct of life'],3
1993.0,['Container gardening.'],1
1993.0,['Cookery'],2
1993.0,"['Cookery, English']",2
1993.0,"['Cookery, Japanese']",1
1993.0,['Cookery.'],2
1993.0,['Cooking'],48
1993.0,['Cosmology'],4
1993.0,['Counseling'],1
1993.0,['Counting'],1
1993.0,['Counting.'],1
1993.0,['Country life'],1
1993.0,['Courts and courtiers'],7
1993.0,['Crafts & Hobbies'],14
1993.0,['Creative ability'],1
1993.0,['Cree Indians'],3
1993.0,['Crime'],2
1993.0,['Criminology'],6
1993.0,['Cults'],1
1993.0,['Curiosities and wonders'],2
1993.0,['Czech Americans'],2
1993.0,['Death'],1
1993.0,['Deception'],1
1993.0,['Deciduous teeth'],2
1993.0,['Decompression sickness'],1
1993.0,['Dee Jen-Djieh (Fictitious character)'],1
1993.0,['Depression glass'],1
1993.0,['Design'],8
1993.0,['Desktop publishing'],1
1993.0,['Detective and mystery stories'],67
1993.0,['Devotional calendars.'],1
1993.0,['Dinosaurs'],4
1993.0,['Diseases'],1
1993.0,['Divorce'],4
1993.0,['Divorced women'],14
1993.0,['Dogs'],2
1993.0,['Domestic animals'],1
1993.0,['Domestic fiction'],15
1993.0,"['Dracula, Count (Fictitious character)']",7
1993.0,['Drama'],35
1993.0,['Drawing'],1
1993.0,['Dream interpretation'],4
1993.0,['Dreams'],1
1993.0,['Dump trucks'],1
1993.0,['Earthquakes'],2
1993.0,['Easter eggs'],2
1993.0,['Easy reading materials'],5
1993.0,['Education'],17
1993.0,"['Education, Secondary']",1
1993.0,['Encyclopedias and dictionaries.'],1
1993.0,['End of the world'],1
1993.0,['Endangered species'],1
1993.0,['England'],3
1993.0,['English drama'],4
1993.0,['English fiction - Short stories'],1
1993.0,['English fiction'],5
1993.0,['English language'],6
1993.0,['English literature'],4
1993.0,['Entrepreneurship'],1
1993.0,['Environmental policy.'],1
1993.0,"['Epic literature, Irish']",1
1993.0,['Espionage'],2
1993.0,['Europe'],1
1993.0,['Executive ability.'],1
1993.0,['Executives'],1
1993.0,['Exercise.'],1
1993.0,['Eyeglasses'],1
1993.0,['FICTION'],9
1993.0,['Faith movement (Hagin)'],1
1993.0,['Families'],10
1993.0,['Family & Relationships'],55
1993.0,['Fantasy fiction'],1
1993.0,['Fantasy games'],2
1993.0,['Fathers and sons'],1
1993.0,['Female orgasm'],1
1993.0,['Feminism and literature'],1
1993.0,['Feminism'],1
1993.0,['Fiction'],3761
1993.0,"['Fiction, General']",1
1993.0,['First aid in illness and injury'],2
1993.0,['Fishes.'],1
1993.0,['Food habits'],2
1993.0,['Football players'],1
1993.0,['Foreign Language Study'],3
1993.0,['Foreign correspondents'],1
1993.0,['Forensic psychiatry'],2
1993.0,['France'],1
1993.0,['French drama'],1
1993.0,['French fiction'],6
1993.0,['Friendship'],5
1993.0,['Frontier and pioneer life'],1
1993.0,['Fund raising'],1
1993.0,['Game shows'],1
1993.0,['Games & Activities'],2
1993.0,['Games'],3
1993.0,['Gangs'],1
1993.0,['Gardening'],9
1993.0,['Gardens'],3
1993.0,['Gay sailors'],1
1993.0,['Generals'],1
1993.0,['German fiction'],1
1993.0,['German language materials'],1
1993.0,['Germany'],1
1993.0,['Ghost stories'],5
1993.0,"['Ghost stories, American']",1
1993.0,['Ghosts'],3
1993.0,['Ghosts.'],1
1993.0,['Gifts'],1
1993.0,['Grandfathers'],1
1993.0,['Great Britain'],2
1993.0,['Grocery shopping'],1
1993.0,['Group counseling'],1
1993.0,['Gynecologists'],1
1993.0,['Halloween'],2
1993.0,"['Hammer, Mike (Fictitious character)']",1
1993.0,['Hanoi (Vietnam)'],1
1993.0,"['Harrington, Honor (Fictitious character)']",5
1993.0,"['Haydon, Stuart (Fictitious character)']",3
1993.0,['Health & Fitness'],50
1993.0,['Hebrides (Scotland)'],1
1993.0,['Hell'],8
1993.0,['Heraldry'],1
1993.0,['High school students'],1
1993.0,['Highlands (Scotland)'],1
1993.0,['Historic sites'],1
1993.0,['History'],68
1993.0,"['Hollywood (Los Angeles, Calif.)']",2
1993.0,['Holocaust survivors'],1
1993.0,['Holy Roman Empire'],2
1993.0,['Home-based businesses'],1
1993.0,['Honey'],1
1993.0,['Horror stories.'],2
1993.0,['Horror tales'],8
1993.0,['Horror'],2
1993.0,['Horsemanship'],1
1993.0,['House & Home'],4
1993.0,['House construction.'],1
1993.0,['Hugging'],1
1993.0,['Human reproduction'],1
1993.0,['Humor'],152
1993.0,['Hunting stories'],4
1993.0,['Idaho'],2
1993.0,['Imaginary wars and battles'],4
1993.0,['Impostors and imposture'],1
1993.0,['Indian mythology'],1
1993.0,['Indian philosophy'],1
1993.0,['Indians of North America'],1
1993.0,['Infants'],1
1993.0,"['Insane, Criminal and dangerous']",2
1993.0,['Interior decoration'],1
1993.0,['International relations'],1
1993.0,['Internet'],1
1993.0,['Interracial dating'],2
1993.0,['Investigative reporting'],1
1993.0,['Italy'],1
1993.0,['JUVENILE FICTION'],4
1993.0,['Japanese fiction'],1
1993.0,['Joy'],1
1993.0,['Juvenile Fiction'],336
1993.0,['Juvenile Nonfiction'],62
1993.0,['Kentucky'],1
1993.0,['Kindness'],14
1993.0,['Lambs'],1
1993.0,['Language Arts & Disciplines'],11
1993.0,['Large print books'],1
1993.0,['Law'],7
1993.0,['Legislators'],3
1993.0,['Lesbians'],1
1993.0,['Leukemia'],1
1993.0,['Lice'],1
1993.0,['Literary Collections'],61
1993.0,['Literary Criticism'],30
1993.0,['Local area networks (Computer networks)'],1
1993.0,['Macintosh (Computer)'],1
1993.0,['Mafia'],1
1993.0,['Marriage service'],1
1993.0,['Marriages of royalty and nobility'],1
1993.0,['Mathematics'],4
1993.0,['Matter'],1
1993.0,['Medical examiners (Law)'],1
1993.0,['Medical'],15
1993.0,"['Medicine, Popular.']",1
1993.0,['Microsoft Windows (Computer file)'],2
1993.0,['Microsoft Word'],2
1993.0,['Minorities'],1
1993.0,['Missouri'],1
1993.0,['Monsters'],2
1993.0,['Montana'],1
1993.0,['Motion picture actors and actresses'],7
1993.0,['Murder'],8
1993.0,['Murderers'],1
1993.0,['Music'],7
1993.0,['Napa Valley (Calif.)'],1
1993.0,"['Napoleonic Wars, 1800-1815']",5
1993.0,['Nature'],18
1993.0,['Nicene Creed'],1
1993.0,['North Carolina'],2
1993.0,['Occultism'],1
1993.0,['Operating systems (Computers).'],1
1993.0,['Origami'],1
1993.0,['Orphans'],1
1993.0,['Orpheus (Greek mythology)'],1
1993.0,['Paranormal fiction'],1
1993.0,['Paris (France)'],2
1993.0,['Performing Arts'],14
1993.0,['Pets'],17
1993.0,['Philosophy'],47
1993.0,['Photography'],4
1993.0,['Pirates'],1
1993.0,['Poetry'],49
1993.0,['Political Science'],18
1993.0,['Pool (Game)'],1
1993.0,['Presidents'],1
1993.0,['Psychiatrists'],1
1993.0,['Psychology'],35
1993.0,"['Psychology, Applied']",2
1993.0,['Puzzles'],1
1993.0,['Quiller (Fictitious character)'],1
1993.0,['Rabbits'],2
1993.0,['Radio broadcasters'],1
1993.0,['Readers'],1
1993.0,['Reference'],24
1993.0,['Religion'],98
1993.0,['Religious life'],1
1993.0,['Rock musicians'],1
1993.0,['Russian literature'],1
1993.0,['SAT (Educational test)'],1
1993.0,['Science fiction films'],3
1993.0,['Science fiction'],1
1993.0,"['Science fiction, American']",1
1993.0,"['Science fiction, Canadian']",2
1993.0,"['Science fiction, Spanish']",1
1993.0,['Science politique'],1
1993.0,['Science'],27
1993.0,['Sega Genesis (Game)'],1
1993.0,['Self-Help'],127
1993.0,['Social Science'],89
1993.0,['Social problems'],5
1993.0,['Soldiers'],12
1993.0,['Sound effects books'],1
1993.0,['South Africa'],1
1993.0,['Soviet Union'],1
1993.0,['Spiritual life'],1
1993.0,['Sports & Recreation'],13
1993.0,['Star trek (Television program)'],3
1993.0,['Success'],3
1993.0,['Supernatural'],1
1993.0,['Survivalism'],2
1993.0,['Tagalog language'],1
1993.0,['Technology & Engineering'],9
1993.0,['Teddy bears'],1
1993.0,['Thanksgiving Day'],3
1993.0,['Time travel'],1
1993.0,['Travel'],33
1993.0,['True Crime'],41
1993.0,['United States'],3
1993.0,['Vampire (Game)'],2
1993.0,['Vegetarian cookery'],1
1993.0,['Vocabulary'],1
1993.0,['Voyages and travels'],1
1993.0,['Young Adult Fiction'],3
1993.0,['Young adult fiction'],1
1994.0,"[""Aesop's fables""]",1
1994.0,"[""Children's atlases""]",1
1994.0,"[""Children's audiobooks""]",5
1994.0,"[""Children's encyclopedias and dictionaries""]",1
1994.0,"[""Children's literature""]",5
1994.0,"[""Children's literature, Swedish""]",3
1994.0,"[""Children's poetry, American""]",1
1994.0,"[""Children's poetry, English""]",1
1994.0,"[""Children's songs""]",2
1994.0,"[""Children's stories""]",14
1994.0,"[""Children's stories, American""]",2
1994.0,"[""Children's stories, English""]",2
1994.0,"[""Children's stories, English.""]",6
1994.0,"[""Commedia dell'arte""]",1
1994.0,"[""Crohn's disease""]",1
1994.0,"[""Frankenstein's monster (Fictitious character)""]",1
1994.0,"[""Valentine's Day""]",2
1994.0,['20th century general fiction'],1
1994.0,['AIDS (Disease)'],8
1994.0,['ART'],1
1994.0,['Abandoned children'],3
1994.0,['Abduction'],1
1994.0,['Abortion'],50
1994.0,['Absence and presumption of death'],1
1994.0,['Abused children'],5
1994.0,['Abused wives'],7
1994.0,['Accelerated readers'],3
1994.0,['Achievement motivation'],1
1994.0,['Acrylic painting'],1
1994.0,['Acting'],2
1994.0,['Action'],1
1994.0,['Actors'],14
1994.0,['Actresses'],1
1994.0,['Adjustment disorders'],1
1994.0,['Adolescence'],4
1994.0,['Adoptees'],2
1994.0,['Adoption'],1
1994.0,['Adult child abuse victims'],1
1994.0,['Adultery'],55
1994.0,['Adventure and adventurers'],2
1994.0,['Adventure fiction'],2
1994.0,['Adventure stories'],28
1994.0,"['Adventure stories, American']",1
1994.0,"['Adventure stories, English']",2
1994.0,['Adventure'],5
1994.0,['Advertising executives'],4
1994.0,"['Advertising, Direct-mail']",1
1994.0,['Africa'],4
1994.0,['African American authors'],2
1994.0,['African American families'],2
1994.0,['African American men.'],1
1994.0,['African American women'],4
1994.0,['African Americans'],6
1994.0,['Afternoon teas'],1
1994.0,['Air travel'],1
1994.0,['Air warfare'],1
1994.0,['Airplanes'],1
1994.0,['Alchemists'],6
1994.0,['Alcoholics'],2
1994.0,['Alemán'],3
1994.0,"['Alexanderplatz (Berlin, Germany)']",1
1994.0,['Algeria'],1
1994.0,['Algonquian Indians'],1
1994.0,['Ali Baba (Legendary character)'],2
1994.0,['Alice (Fictitious character : Carroll)'],11
1994.0,['Aliens'],1
1994.0,['Almanacs'],1
1994.0,['Altered states of consciousness'],1
1994.0,['Alternative medicine'],2
1994.0,['Altruism'],1
1994.0,['Ambassadors'],1
1994.0,['American Sign Language'],1
1994.0,['American drama'],1
1994.0,['American fiction'],34
1994.0,['American literature'],7
1994.0,['American poetry'],6
1994.0,['American wit and humor'],15
1994.0,"['American wit and humor, Pictorial']",4
1994.0,['American wit and humor.'],2
1994.0,['Americans'],16
1994.0,['Amerikan romanı'],16
1994.0,['Amish'],3
1994.0,['Amnesia'],2
1994.0,['Amnesiacs'],1
1994.0,['Amsterdam (Netherlands)'],12
1994.0,['Amusement parks'],2
1994.0,['Amusements'],1
1994.0,['Amyotrophic lateral sclerosis'],1
1994.0,['Analyse - Critique - Recit - Sarrasine - Structural - Texte'],1
1994.0,['Anansi (Legendary character)'],1
1994.0,['Andalusia (Spain)'],6
1994.0,['Anecdotes'],1
1994.0,['Angels'],13
1994.0,['Anger'],3
1994.0,['Anger.'],1
1994.0,['Anglican converts'],1
1994.0,['Anglo-Saxons'],1
1994.0,['Animal behavior therapy'],1
1994.0,['Animal experimentation'],2
1994.0,['Animal sounds'],1
1994.0,['Animal welfare'],4
1994.0,['Animals in art'],1
1994.0,['Animals'],26
1994.0,"['Animals, Fossil']",1
1994.0,['Anonymous letters'],3
1994.0,['Anorexia in adolescence'],1
1994.0,['Anti-communist movements'],1
1994.0,['Antiques & Collectibles'],6
1994.0,['Antislavery movements'],3
1994.0,['Ants'],1
1994.0,['Apache Indians'],1
1994.0,['Apartment dwellers'],2
1994.0,['Apartment houses'],1
1994.0,['Apocryphal Gospels'],1
1994.0,"['Appalachian Region, Southern']",1
1994.0,['Appetizers'],1
1994.0,['Appliqué'],1
1994.0,['Appropriate technology'],1
1994.0,['Arabian nights'],2
1994.0,['Arapaho Indians'],1
1994.0,['Archaeologists'],1
1994.0,['Archaeology'],1
1994.0,['Architects'],2
1994.0,['Architecture'],6
1994.0,['Ariel (fictitious character)'],7
1994.0,['Arizona'],2
1994.0,['Aromatherapy'],4
1994.0,['Arranged marriage'],4
1994.0,['Art appreciation'],1
1994.0,['Art'],39
1994.0,"['Art, Austrian']",1
1994.0,['Arthurian romances'],2
1994.0,['Artists'],12
1994.0,"['Arts, Modern']",1
1994.0,['Asia'],2
1994.0,['Assassination'],1
1994.0,['Asterix (Fictitious character)'],1
1994.0,['Astrophysics'],1
1994.0,['Athletes'],1
1994.0,['Atlantis'],1
1994.0,['Atomic bomb'],1
1994.0,['Attention'],1
1994.0,['Audiobooks'],1
1994.0,['Audiocassettes'],1
1994.0,['Aunts'],3
1994.0,['Aussteiger'],2
1994.0,['Austin (Tex.)'],1
1994.0,['Australia'],11
1994.0,['Australian fiction'],4
1994.0,['Australian poetry'],2
1994.0,['Australian wit and humor'],2
1994.0,['Australians'],2
1994.0,['Australopithecus afarensis'],1
1994.0,['Austria'],19
1994.0,['Authoritarianism'],2
1994.0,['Authority'],1
1994.0,['Authors'],2
1994.0,"['Authors, American']",12
1994.0,"['Authors, Australian']",4
1994.0,"['Authors, Austrian']",5
1994.0,"['Authors, Canadian']",1
1994.0,"['Authors, English']",6
1994.0,"['Authors, Flemish']",1
1994.0,"['Authors, French']",1
1994.0,"['Authors, German']",2
1994.0,"['Authors, Japanese']",1
1994.0,"['Authors, Scottish']",1
1994.0,['Authorship'],3
1994.0,['Autobiographical fiction'],1
1994.0,['Automatic bread machines'],2
1994.0,['Automobile driving'],1
1994.0,['Automobile travel'],5
1994.0,['Automobiles'],1
1994.0,['Autumn'],1
1994.0,['Avarice'],21
1994.0,"['BODY, MIND & SPIRIT']",3
1994.0,['Babysitters'],1
1994.0,['Babytime resource'],1
1994.0,['Bail bond agents'],1
1994.0,['Baleines'],2
1994.0,['Balkan Peninsula'],1
1994.0,['Balloons'],1
1994.0,['Baltimore (Md.)'],7
1994.0,['Bank robberies'],2
1994.0,['Bankruptcy'],4
1994.0,['Baseball stories'],2
1994.0,['Basketball players'],1
1994.0,['Battle of Britain'],1
1994.0,['Beaches'],1
1994.0,['Beanie Babies (Trademark)'],1
1994.0,['Bears'],8
1994.0,['Beauty contests'],1
1994.0,"['Beauty, Personal']",4
1994.0,"['Beckett, Sam (Fictitious character)']",1
1994.0,['Beginner books'],2
1994.0,['Behavioral assessment'],1
1994.0,['Belfast (Northern Ireland)'],3
1994.0,['Benefactors'],2
1994.0,['Berlin (Germany)'],9
1994.0,"['Bernstein, Carl, 1944-']",1
1994.0,['Betrothal'],1
1994.0,['Beverages'],2
1994.0,['Bible stories'],1
1994.0,['Bible'],13
1994.0,['Bibles'],4
1994.0,['Bicycle touring'],1
