year_of_publication,category,rating
1992.0,"['Epic poetry, Greek']",7.2
1992.0,"['Erotic poetry, Brazilian']",9.0
1992.0,['Erotic stories'],7.5
1992.0,"['Erotic stories, American.']",8.0
1992.0,['Etiquette'],9.0
1992.0,"['Experimental fiction, American.']",4.0
1992.0,['Experiments'],2.0
1992.0,['FICTION'],7.625
1992.0,['Fairy tales'],7.7272727272727275
1992.0,['Fairy tales.'],9.0
1992.0,['Families'],5.0
1992.0,['Family & Relationships'],6.396039603960396
1992.0,['Family violence'],7.0
1992.0,['Fantasy fiction'],9.0
1992.0,"['Fantasy fiction, English']",7.833333333333333
1992.0,"['Fantasy literature, English']",8.0
1992.0,['Fantasy'],8.0
1992.0,['Fantasy.'],4.0
1992.0,['Farm life'],1.0
1992.0,['Farms'],7.0
1992.0,['Fashion merchandising'],4.0
1992.0,['Fear'],5.0
1992.0,['Feminism'],8.5
1992.0,['Fencing'],7.666666666666667
1992.0,['Fiction'],6.980763946139049
1992.0,['Finland'],2.0
1992.0,['Flight'],5.0
1992.0,['Florida'],1.0
1992.0,['Food'],8.5
1992.0,['Foreign Language Study'],7.9
1992.0,['Fossils'],10.0
1992.0,['Foster home care'],8.0
1992.0,['France'],9.0
1992.0,['Frankenstein (Fictitious character)'],7.363636363636363
1992.0,['French-Canadian fiction'],6.0
1992.0,['Friendship'],5.0
1992.0,['Frontier and pioneer life'],5.0
1992.0,['Funny animal comics'],7.0
1992.0,['Games & Activities'],4.0
1992.0,['Games'],7.5
1992.0,['Gardening'],7.5
1992.0,['Genealogy'],9.0
1992.0,['German fiction'],9.0
1992.0,['Germany'],2.0
1992.0,['Ghost stories'],6.8
1992.0,"['Ghost stories, English']",4.0
1992.0,['Governors'],4.5
1992.0,['Grand Canyon (Ariz.)'],8.0
1992.0,['Grandmothers'],5.5
1992.0,['Great Britain'],6.111111111111111
1992.0,['HEALTH & FITNESS'],5.0
1992.0,['Halloween'],6.5
1992.0,['Health & Fitness'],6.878048780487805
1992.0,['Herb gardening'],8.0
1992.0,['Herbs'],7.5
1992.0,['History'],7.104651162790698
1992.0,"['History, Modern']",8.0
1992.0,"['Hollywood (Los Angeles, Calif.)']",7.0
1992.0,"['Homosexuality, Male']",9.0
1992.0,['Horror stories.'],8.5
1992.0,['Horror tales'],9.0
1992.0,['Horse chestnut'],5.0
1992.0,['House & Home'],6.1
1992.0,['Human ecology'],7.0
1992.0,['Humor'],7.7094017094017095
1992.0,['Identity (Philosophical concept)'],9.0
1992.0,['Indians of North America'],8.5
1992.0,['Indonesia'],7.0
1992.0,['Infanticide'],8.0
1992.0,['Infants'],2.0
1992.0,['Influenza'],6.0
1992.0,['Insects'],6.0
1992.0,['Interpersonal relations'],7.0
1992.0,['Interplanetary voyages'],7.0
1992.0,['Italian language'],6.0
1992.0,['JUVENILE FICTION'],6.75
1992.0,['Japan'],8.0
1992.0,['Japanese Americans'],7.0
1992.0,['Japanese language'],9.0
1992.0,['Jews'],6.75
1992.0,['Journalists'],4.0
1992.0,['Juvenile Fiction'],7.343042071197411
1992.0,['Juvenile Nonfiction'],7.357142857142857
1992.0,['Juvenile science fiction'],7.0
1992.0,['Kenya'],10.0
1992.0,"['Knowledge, Theory of']",7.0
1992.0,['Lambs'],7.0
1992.0,['Language Arts & Disciplines'],7.703703703703703
1992.0,['Large print books'],3.0
1992.0,['Latin language'],8.0
1992.0,['Law'],9.0
1992.0,['Leukemia'],4.5
1992.0,['Life'],5.5
1992.0,['Literary Collections'],4.6
1992.0,['Literary Criticism'],6.076923076923077
1992.0,['Literary recreations'],7.0
1992.0,['Love stories'],7.0
1992.0,['Make-ahead cookery'],7.0
1992.0,['Man-woman relationships'],6.5
1992.0,['Mars (Planet)'],10.0
1992.0,['Massachusetts'],6.0
1992.0,['Massage'],10.0
1992.0,['Mathematics'],7.6
1992.0,['Medical fiction'],8.0
1992.0,['Medical'],7.8
1992.0,['Meditation'],7.5
1992.0,['Merlin (Legendary character)'],8.0
1992.0,['Miami (Fla.)'],10.0
1992.0,['Midlife crisis'],6.666666666666667
1992.0,['Milk as food'],7.5
1992.0,['Mongolia'],9.0
1992.0,['Monsters'],3.0
1992.0,['Mormon pioneers'],8.0
1992.0,['Mothers and daughters'],1.0
1992.0,['Motion picture actors and actresses'],7.0
1992.0,['Motion picture industry'],9.0
1992.0,['Motion pictures'],10.0
1992.0,['Motivation in education'],7.0
1992.0,['Murder'],7.0
1992.0,['Murderers'],8.0
1992.0,['Music'],7.0
1992.0,"['National characteristics, Portuguese']",9.0
1992.0,['Nature'],7.709677419354839
1992.0,['Near-death experiences.'],7.142857142857143
1992.0,['Negotiation'],9.0
1992.0,['Neurology'],9.0
1992.0,['Nuclear weapons'],7.0
1992.0,['Occultism'],7.0
1992.0,['Organic gardening'],10.0
1992.0,['Origami.'],6.0
1992.0,['Outlaws'],1.0
1992.0,['Painters'],10.0
1992.0,['Palindromes.'],4.0
1992.0,['Palmistry'],2.0
1992.0,['Paris (France)'],8.0
1992.0,['Perception'],2.0
1992.0,['Performing Arts'],7.75
1992.0,"['Persian Gulf War, 1991']",7.0
1992.0,['Personality'],10.0
1992.0,['Pets'],7.1875
1992.0,['Philosophy'],7.1395348837209305
1992.0,['Photography'],5.714285714285714
1992.0,['Pitchers (Baseball)'],10.0
1992.0,['Poetics'],7.0
1992.0,['Poetry'],7.732142857142857
1992.0,['Political Science'],6.625
1992.0,['Presidents'],8.0
1992.0,['Project management'],4.0
1992.0,['Psychology'],7.027777777777778
1992.0,"['Quotations, English']",9.0
1992.0,['Rabbits'],9.0
1992.0,['Rape'],2.0
1992.0,['Reference'],6.791666666666667
1992.0,['Religion'],7.694444444444445
1992.0,['Rock music'],8.5
1992.0,['Romance fiction'],4.333333333333333
1992.0,['Running'],6.0
1992.0,"['Ryan, Jack (Fictitious character)']",7.6
1992.0,['San Francisco (Calif.)'],7.0
1992.0,['Schools'],1.0
1992.0,['Science fiction'],5.25
1992.0,"['Science fiction, American']",7.0
1992.0,['Science'],7.461538461538462
1992.0,['Sea stories'],4.0
1992.0,['Seashore'],8.0
1992.0,['Self-Help'],7.424242424242424
1992.0,['Self-perception'],8.0
1992.0,['Serial murderers'],7.0
1992.0,['Sex (Psychology)'],4.0
1992.0,['Sex addiction'],1.0
1992.0,['Sex'],8.0
1992.0,"['Short stories, Australian']",7.0
1992.0,['Short stories.'],8.0
1992.0,['Soccer'],10.0
1992.0,['Social Science'],7.177083333333333
1992.0,['Social sciences'],8.5
1992.0,['Sociology'],8.0
1992.0,['Songs'],10.0
1992.0,['Sports & Recreation'],8.266666666666667
1992.0,['Steel industry and trade'],1.0
1992.0,['Stories in rhyme.'],8.0
1992.0,['Suspense fiction'],3.0
1992.0,['Swiss fiction (French)'],9.0
1992.0,['Tarot'],8.0
1992.0,['Taxicabs'],9.0
1992.0,['Technology & Engineering'],8.6
1992.0,['Thailand'],7.0
1992.0,['Transportation'],1.0
1992.0,['Travel'],7.023809523809524
1992.0,['True Crime'],6.066666666666666
1992.0,['United States'],7.666666666666667
1992.0,['Vampires'],10.0
1992.0,['Voyages and travels'],7.0
1992.0,"['Voyages, Imaginary']",9.0
1992.0,['Women novelists'],4.5
1992.0,['Women'],8.0
1992.0,"['World War, 1939-1945']",7.0
1992.0,['Wrestlers'],10.0
1992.0,['Young Adult Fiction'],8.0
1993.0,"[""Children's poetry, American.""]",6.0
1993.0,"[""Children's songs""]",2.0
1993.0,"[""Children's stories""]",7.833333333333333
1993.0,"[""Children's stories, American""]",7.333333333333333
1993.0,"[""Children's stories, American.""]",3.0
1993.0,"[""Children's stories, Canadian""]",8.0
1993.0,"[""Children's writings, American""]",2.0
1993.0,"[""Noah's ark in art.""]",8.0
1993.0,['AIDS (Disease)'],8.0
1993.0,"['Aanhalings, Engels']",6.0
1993.0,['Abdomen'],3.0
1993.0,['Ability.'],2.0
1993.0,['Aboriginal'],1.0
1993.0,['Abused children'],10.0
1993.0,['Abused wives'],6.0
1993.0,['Accomplices'],6.5
1993.0,['Accountants'],4.5
1993.0,['Action in art'],5.0
1993.0,['Actors'],6.6
1993.0,['Actresses'],8.0
1993.0,['Adobe Premiere'],8.0
1993.0,['Adolescence'],7.833333333333333
1993.0,['Adoption'],7.0
1993.0,['Adultery'],7.142857142857143
1993.0,['Adventure and adventurers'],6.285714285714286
1993.0,['Adventure stories'],7.181818181818182
1993.0,"['Adventure stories, English']",6.0
1993.0,['Advertising'],5.0
1993.0,['Africa'],2.0
1993.0,['African American authors'],8.75
1993.0,['African American men'],6.75
1993.0,['African Americans'],7.666666666666667
1993.0,['Aging'],5.25
1993.0,['Alchemists'],2.0
1993.0,['Ale'],7.0
1993.0,"['Algebras, Linear']",7.0
1993.0,['Alphabet'],8.0
1993.0,['Alps'],10.0
1993.0,['Amelia-Bedelia (Fictitious character)'],8.0
1993.0,['American essays'],9.0
1993.0,['American fiction'],7.4
1993.0,['American literature'],7.0
1993.0,['American wit and humor'],7.8
1993.0,['Anglais (Langue) - Phonétique'],4.0
1993.0,['Animal heroes'],7.0
1993.0,['Animals'],7.846153846153846
1993.0,"['Animals, Fossil']",8.333333333333334
1993.0,['Animated films'],1.0
1993.0,['Antiques & Collectibles'],7.0
1993.0,['Antiques'],6.0
1993.0,['Antisemitism'],4.0
1993.0,['Ants'],4.0
1993.0,['Arab Countries'],8.0
1993.0,['Architecture'],9.5
1993.0,['Arctic regions'],2.0
1993.0,['Arizona'],10.0
1993.0,['Arkansas'],9.333333333333334
1993.0,['Art'],7.2105263157894735
1993.0,"['Art, Modern']",10.0
1993.0,['Arthurian romances'],5.5
1993.0,['Artificial intelligence'],6.0
1993.0,['Artist colonies'],7.5
1993.0,['Arts and society'],8.0
1993.0,['Assassination'],4.0
1993.0,['Auckland (N.Z.)'],7.0
1993.0,['Audiobooks'],6.5
1993.0,['Australia'],7.0
1993.0,['Australian drama'],8.0
1993.0,['Authors'],6.0
1993.0,"['Authors, American']",7.0
1993.0,['Avarice'],3.0
1993.0,['Babar (Fictitious character)'],8.0
1993.0,['Baby Roo (Fictitious character)'],10.0
1993.0,['Baby Sitters club'],6.0
1993.0,['Baby books'],2.0
1993.0,['Baby sitters'],4.0
1993.0,['Babysitters'],5.0
1993.0,['Barcelona (Spain)'],7.0
1993.0,['Base-ball - Récits canadiens-anglais'],6.666666666666667
1993.0,['Baseball stories'],2.0
1993.0,['Basketball stories'],10.0
1993.0,['Battles'],7.0
1993.0,['Bears'],4.0
1993.0,['Beat generation'],10.0
1993.0,['Beauty contests'],6.0
1993.0,"['Beauty, Personal']",8.0
1993.0,['Beavers'],2.0
1993.0,['Behavior'],2.0
1993.0,['Belgrade (Serbia)'],7.5
1993.0,['Bereavement in children'],2.0
1993.0,['Bible'],8.6
1993.0,['Bicycle touring'],3.0
1993.0,['Biodiversity'],7.0
1993.0,['Bioethics'],5.0
1993.0,['Biography & Autobiography'],7.271844660194175
1993.0,['Biology'],6.5
1993.0,"['Birnbaum, Maureen (Fictitious character)']",1.0
1993.0,['Birthdays'],10.0
1993.0,['Blasket Islands (Ireland)'],8.0
1993.0,['Blessing and cursing'],6.75
1993.0,['Blind'],4.5
1993.0,['Board books'],8.5
1993.0,['Boarding school students'],7.0
1993.0,"['Body, Mind & Spirit']",7.1688311688311686
1993.0,['Book and Cassette'],7.25
1993.0,['Book clubs (Discussion groups)'],8.0
1993.0,['Boston (Mass.)'],7.625
1993.0,['Botany'],8.0
1993.0,"['Botany, Economic']",9.0
1993.0,['Brazil'],6.0
1993.0,"['Brichter, Peter (Fictitious character)']",2.0
1993.0,['Brothers and sisters'],5.0
1993.0,['Brothers'],6.0
1993.0,"['Budgets, Personal']",7.0
1993.0,['Business & Economics'],5.948717948717949
1993.0,['Business etiquette'],5.0
1993.0,['Business'],5.5
1993.0,['Businesswomen'],8.0
1993.0,['Camp counselors'],8.0
1993.0,['Canada'],6.333333333333333
1993.0,['Canadian literature'],7.0
1993.0,['Canadian poetry'],8.5
1993.0,['Cancer'],8.333333333333334
1993.0,['Caricatures and cartoons'],6.0
1993.0,"['Carols, English']",8.0
1993.0,['Carpets'],10.0
1993.0,['Cats'],5.0
1993.0,['Cattle drives'],8.0
1993.0,['Celebrities'],4.5
1993.0,['Cerebral palsy'],7.0
1993.0,['Charity-schools'],10.0
1993.0,"['Charles, Prince of Wales, 1948-']",7.0
1993.0,['Chickens'],7.0
1993.0,['Child development'],7.0
1993.0,['Child psychologists'],7.3125
1993.0,['Child rearing'],7.0
1993.0,['Childbirth'],8.5
1993.0,['Children of celebrities'],10.0
1993.0,['Children'],5.5
1993.0,['Chinese'],7.0
1993.0,['Chip (Fictitious character : Disney)'],6.0
1993.0,['Chocolate'],10.0
1993.0,['Christian ethics'],6.0
1993.0,['Christian fiction'],7.0
1993.0,['Christian life'],6.4
1993.0,['Christmas cookery'],8.0
1993.0,['Christmas stories'],7.066666666666666
1993.0,['Christmas'],8.5
1993.0,['City and town life'],9.0
1993.0,['City planning'],3.0
1993.0,['Cleanliness'],6.0
1993.0,['Client/server computing'],8.0
1993.0,['Clubs'],3.0
1993.0,['Clue (Game)'],1.0
1993.0,['College readers'],9.0
1993.0,['College students'],6.4
1993.0,['Color'],7.0
1993.0,['Columbus (Ga.)'],9.0
1993.0,"['Combustion, Spontaneous human']",6.0
1993.0,"['Comic books, strips, etc']",8.722222222222221
1993.0,['Comics & Graphic Novels'],8.8
1993.0,['Commercial correspondence'],10.0
1993.0,['Communication in marriage'],2.5
1993.0,['Competition'],8.0
1993.0,['Compulsive eating'],8.5
1993.0,['Computers'],5.7368421052631575
1993.0,['Conduct of life'],6.666666666666667
1993.0,['Container gardening.'],7.0
1993.0,['Cookery'],8.0
1993.0,"['Cookery, English']",10.0
1993.0,"['Cookery, Japanese']",10.0
1993.0,['Cookery.'],7.5
1993.0,['Cooking'],7.416666666666667
1993.0,['Cosmology'],7.5
1993.0,['Counseling'],9.0
1993.0,['Counting'],9.0
1993.0,['Counting.'],10.0
1993.0,['Country life'],6.0
1993.0,['Courts and courtiers'],6.857142857142857
1993.0,['Crafts & Hobbies'],6.785714285714286
1993.0,['Creative ability'],8.0
1993.0,['Cree Indians'],6.666666666666667
1993.0,['Crime'],6.0
1993.0,['Criminology'],8.0
1993.0,['Cults'],8.0
1993.0,['Curiosities and wonders'],5.0
1993.0,['Czech Americans'],6.0
1993.0,['Death'],7.0
1993.0,['Deception'],7.0
1993.0,['Deciduous teeth'],6.0
1993.0,['Decompression sickness'],10.0
1993.0,['Dee Jen-Djieh (Fictitious character)'],5.0
1993.0,['Depression glass'],10.0
1993.0,['Design'],8.0
1993.0,['Desktop publishing'],8.0
1993.0,['Detective and mystery stories'],7.358208955223881
1993.0,['Devotional calendars.'],7.0
1993.0,['Dinosaurs'],7.75
1993.0,['Diseases'],3.0
1993.0,['Divorce'],6.5
1993.0,['Divorced women'],7.285714285714286
1993.0,['Dogs'],8.0
1993.0,['Domestic animals'],2.0
1993.0,['Domestic fiction'],6.266666666666667
1993.0,"['Dracula, Count (Fictitious character)']",8.714285714285714
1993.0,['Drama'],7.8
1993.0,['Drawing'],7.0
1993.0,['Dream interpretation'],7.5
1993.0,['Dreams'],1.0
1993.0,['Dump trucks'],7.0
1993.0,['Earthquakes'],7.0
1993.0,['Easter eggs'],8.0
1993.0,['Easy reading materials'],6.8
1993.0,['Education'],7.647058823529412
1993.0,"['Education, Secondary']",8.0
1993.0,['Encyclopedias and dictionaries.'],9.0
1993.0,['End of the world'],7.0
1993.0,['Endangered species'],6.0
1993.0,['England'],8.0
1993.0,['English drama'],9.0
1993.0,['English fiction - Short stories'],8.0
1993.0,['English fiction'],8.6
1993.0,['English language'],7.333333333333333
1993.0,['English literature'],7.5
1993.0,['Entrepreneurship'],1.0
1993.0,['Environmental policy.'],7.0
1993.0,"['Epic literature, Irish']",7.0
1993.0,['Espionage'],6.0
1993.0,['Europe'],9.0
1993.0,['Executive ability.'],7.0
1993.0,['Executives'],8.0
1993.0,['Exercise.'],7.0
1993.0,['Eyeglasses'],9.0
1993.0,['FICTION'],7.777777777777778
1993.0,['Faith movement (Hagin)'],10.0
1993.0,['Families'],6.7
1993.0,['Family & Relationships'],6.963636363636364
1993.0,['Fantasy fiction'],7.0
1993.0,['Fantasy games'],8.0
1993.0,['Fathers and sons'],5.0
1993.0,['Female orgasm'],2.0
1993.0,['Feminism and literature'],7.0
1993.0,['Feminism'],7.0
1993.0,['Fiction'],6.917309226269609
1993.0,"['Fiction, General']",4.0
1993.0,['First aid in illness and injury'],9.0
1993.0,['Fishes.'],10.0
1993.0,['Food habits'],6.5
1993.0,['Football players'],10.0
1993.0,['Foreign Language Study'],8.333333333333334
1993.0,['Foreign correspondents'],8.0
1993.0,['Forensic psychiatry'],6.5
1993.0,['France'],7.0
1993.0,['French drama'],5.0
1993.0,['French fiction'],8.833333333333334
1993.0,['Friendship'],6.0
1993.0,['Frontier and pioneer life'],3.0
1993.0,['Fund raising'],8.0
1993.0,['Game shows'],8.0
1993.0,['Games & Activities'],7.0
1993.0,['Games'],5.333333333333333
1993.0,['Gangs'],4.0
1993.0,['Gardening'],8.666666666666666
1993.0,['Gardens'],7.666666666666667
1993.0,['Gay sailors'],8.0
1993.0,['Generals'],8.0
1993.0,['German fiction'],8.0
1993.0,['German language materials'],3.0
1993.0,['Germany'],9.0
1993.0,['Ghost stories'],4.4
1993.0,"['Ghost stories, American']",6.0
1993.0,['Ghosts'],6.333333333333333
1993.0,['Ghosts.'],2.0
1993.0,['Gifts'],7.0
1993.0,['Grandfathers'],6.0
1993.0,['Great Britain'],7.0
1993.0,['Grocery shopping'],7.0
1993.0,['Group counseling'],7.0
1993.0,['Gynecologists'],6.0
1993.0,['Halloween'],6.0
1993.0,"['Hammer, Mike (Fictitious character)']",10.0
1993.0,['Hanoi (Vietnam)'],7.0
1993.0,"['Harrington, Honor (Fictitious character)']",7.8
1993.0,"['Haydon, Stuart (Fictitious character)']",6.333333333333333
1993.0,['Health & Fitness'],6.28
1993.0,['Hebrides (Scotland)'],9.0
1993.0,['Hell'],9.125
1993.0,['Heraldry'],9.0
1993.0,['High school students'],9.0
1993.0,['Highlands (Scotland)'],3.0
1993.0,['Historic sites'],9.0
1993.0,['History'],6.661764705882353
1993.0,"['Hollywood (Los Angeles, Calif.)']",4.5
1993.0,['Holocaust survivors'],4.0
1993.0,['Holy Roman Empire'],8.5
1993.0,['Home-based businesses'],5.0
1993.0,['Honey'],10.0
1993.0,['Horror stories.'],4.5
1993.0,['Horror tales'],6.75
1993.0,['Horror'],4.0
1993.0,['Horsemanship'],8.0
1993.0,['House & Home'],7.5
1993.0,['House construction.'],1.0
1993.0,['Hugging'],2.0
1993.0,['Human reproduction'],8.0
1993.0,['Humor'],7.302631578947368
1993.0,['Hunting stories'],5.5
1993.0,['Idaho'],4.5
1993.0,['Imaginary wars and battles'],8.5
1993.0,['Impostors and imposture'],1.0
1993.0,['Indian mythology'],8.0
1993.0,['Indian philosophy'],9.0
1993.0,['Indians of North America'],8.0
1993.0,['Infants'],2.0
1993.0,"['Insane, Criminal and dangerous']",7.0
1993.0,['Interior decoration'],6.0
1993.0,['International relations'],8.0
1993.0,['Internet'],2.0
1993.0,['Interracial dating'],7.0
1993.0,['Investigative reporting'],2.0
1993.0,['Italy'],3.0
1993.0,['JUVENILE FICTION'],9.0
1993.0,['Japanese fiction'],6.0
1993.0,['Joy'],8.0
1993.0,['Juvenile Fiction'],7.1101190476190474
1993.0,['Juvenile Nonfiction'],7.580645161290323
1993.0,['Kentucky'],5.0
1993.0,['Kindness'],8.357142857142858
1993.0,['Lambs'],8.0
1993.0,['Language Arts & Disciplines'],7.545454545454546
1993.0,['Large print books'],3.0
1993.0,['Law'],7.714285714285714
1993.0,['Legislators'],5.0
1993.0,['Lesbians'],8.0
1993.0,['Leukemia'],8.0
1993.0,['Lice'],6.0
1993.0,['Literary Collections'],7.819672131147541
1993.0,['Literary Criticism'],6.366666666666666
1993.0,['Local area networks (Computer networks)'],7.0
1993.0,['Macintosh (Computer)'],8.0
1993.0,['Mafia'],7.0
1993.0,['Marriage service'],8.0
1993.0,['Marriages of royalty and nobility'],5.0
1993.0,['Mathematics'],8.25
1993.0,['Matter'],3.0
1993.0,['Medical examiners (Law)'],7.0
1993.0,['Medical'],6.133333333333334
1993.0,"['Medicine, Popular.']",8.0
1993.0,['Microsoft Windows (Computer file)'],7.5
1993.0,['Microsoft Word'],2.5
1993.0,['Minorities'],2.0
1993.0,['Missouri'],10.0
1993.0,['Monsters'],2.0
1993.0,['Montana'],8.0
1993.0,['Motion picture actors and actresses'],3.7142857142857144
1993.0,['Murder'],5.25
1993.0,['Murderers'],4.0
1993.0,['Music'],8.571428571428571
1993.0,['Napa Valley (Calif.)'],2.0
1993.0,"['Napoleonic Wars, 1800-1815']",7.2
1993.0,['Nature'],8.38888888888889
1993.0,['Nicene Creed'],10.0
1993.0,['North Carolina'],7.5
1993.0,['Occultism'],8.0
1993.0,['Operating systems (Computers).'],7.0
1993.0,['Origami'],9.0
1993.0,['Orphans'],4.0
1993.0,['Orpheus (Greek mythology)'],1.0
1993.0,['Paranormal fiction'],8.0
1993.0,['Paris (France)'],4.0
1993.0,['Performing Arts'],7.357142857142857
1993.0,['Pets'],7.647058823529412
1993.0,['Philosophy'],7.319148936170213
1993.0,['Photography'],9.25
1993.0,['Pirates'],6.0
1993.0,['Poetry'],8.26530612244898
1993.0,['Political Science'],6.666666666666667
1993.0,['Pool (Game)'],6.0
1993.0,['Presidents'],7.0
1993.0,['Psychiatrists'],9.0
1993.0,['Psychology'],6.285714285714286
1993.0,"['Psychology, Applied']",2.0
1993.0,['Puzzles'],9.0
1993.0,['Quiller (Fictitious character)'],4.0
1993.0,['Rabbits'],9.0
1993.0,['Radio broadcasters'],7.0
1993.0,['Readers'],9.0
1993.0,['Reference'],6.833333333333333
1993.0,['Religion'],7.051020408163265
1993.0,['Religious life'],5.0
1993.0,['Rock musicians'],8.0
1993.0,['Russian literature'],7.0
1993.0,['SAT (Educational test)'],10.0
1993.0,['Science fiction films'],7.666666666666667
1993.0,['Science fiction'],1.0
1993.0,"['Science fiction, American']",10.0
1993.0,"['Science fiction, Canadian']",8.5
1993.0,"['Science fiction, Spanish']",3.0
1993.0,['Science politique'],6.0
1993.0,['Science'],7.592592592592593
1993.0,['Sega Genesis (Game)'],4.0
1993.0,['Self-Help'],7.322834645669292
1993.0,['Social Science'],7.404494382022472
1993.0,['Social problems'],5.2
1993.0,['Soldiers'],7.833333333333333
1993.0,['Sound effects books'],9.0
1993.0,['South Africa'],7.0
1993.0,['Soviet Union'],9.0
1993.0,['Spiritual life'],8.0
1993.0,['Sports & Recreation'],6.230769230769231
1993.0,['Star trek (Television program)'],4.333333333333333
1993.0,['Success'],6.0
1993.0,['Supernatural'],8.0
1993.0,['Survivalism'],8.0
1993.0,['Tagalog language'],3.0
1993.0,['Technology & Engineering'],8.0
1993.0,['Teddy bears'],9.0
1993.0,['Thanksgiving Day'],9.0
1993.0,['Time travel'],7.0
1993.0,['Travel'],7.424242424242424
1993.0,['True Crime'],6.658536585365853
1993.0,['United States'],4.666666666666667
1993.0,['Vampire (Game)'],8.0
1993.0,['Vegetarian cookery'],9.0
1993.0,['Vocabulary'],5.0
1993.0,['Voyages and travels'],4.0
1993.0,['Young Adult Fiction'],8.0
1993.0,['Young adult fiction'],7.0
1994.0,"[""Aesop's fables""]",6.0
1994.0,"[""Children's atlases""]",8.0
1994.0,"[""Children's audiobooks""]",6.2
1994.0,"[""Children's encyclopedias and dictionaries""]",10.0
1994.0,"[""Children's literature""]",6.6
1994.0,"[""Children's literature, Swedish""]",6.666666666666667
1994.0,"[""Children's poetry, American""]",7.0
1994.0,"[""Children's poetry, English""]",10.0
1994.0,"[""Children's songs""]",5.0
1994.0,"[""Children's stories""]",6.0
1994.0,"[""Children's stories, American""]",6.5
1994.0,"[""Children's stories, English""]",5.5
1994.0,"[""Children's stories, English.""]",5.666666666666667
1994.0,"[""Commedia dell'arte""]",9.0
1994.0,"[""Crohn's disease""]",9.0
1994.0,"[""Frankenstein's monster (Fictitious character)""]",10.0
1994.0,"[""Valentine's Day""]",7.0
1994.0,['20th century general fiction'],9.0
1994.0,['AIDS (Disease)'],5.375
1994.0,['ART'],2.0
1994.0,['Abandoned children'],7.666666666666667
1994.0,['Abduction'],6.0
1994.0,['Abortion'],6.46
1994.0,['Absence and presumption of death'],3.0
1994.0,['Abused children'],8.6
1994.0,['Abused wives'],6.428571428571429
1994.0,['Accelerated readers'],9.666666666666666
1994.0,['Achievement motivation'],2.0
1994.0,['Acrylic painting'],3.0
1994.0,['Acting'],5.0
1994.0,['Action'],3.0
1994.0,['Actors'],7.714285714285714
1994.0,['Actresses'],2.0
1994.0,['Adjustment disorders'],5.0
1994.0,['Adolescence'],4.5
1994.0,['Adoptees'],4.0
1994.0,['Adoption'],2.0
1994.0,['Adult child abuse victims'],8.0
1994.0,['Adultery'],7.872727272727273
1994.0,['Adventure and adventurers'],2.0
1994.0,['Adventure fiction'],9.5
1994.0,['Adventure stories'],7.285714285714286
1994.0,"['Adventure stories, American']",8.0
1994.0,"['Adventure stories, English']",8.0
1994.0,['Adventure'],6.6
1994.0,['Advertising executives'],5.5
1994.0,"['Advertising, Direct-mail']",4.0
1994.0,['Africa'],6.5
1994.0,['African American authors'],9.5
1994.0,['African American families'],6.0
1994.0,['African American men.'],10.0
1994.0,['African American women'],7.0
1994.0,['African Americans'],6.5
1994.0,['Afternoon teas'],10.0
1994.0,['Air travel'],10.0
1994.0,['Air warfare'],10.0
1994.0,['Airplanes'],7.0
1994.0,['Alchemists'],6.166666666666667
1994.0,['Alcoholics'],8.0
1994.0,['Alemán'],8.0
1994.0,"['Alexanderplatz (Berlin, Germany)']",4.0
1994.0,['Algeria'],8.0
1994.0,['Algonquian Indians'],10.0
1994.0,['Ali Baba (Legendary character)'],8.5
1994.0,['Alice (Fictitious character : Carroll)'],8.272727272727273
1994.0,['Aliens'],10.0
1994.0,['Almanacs'],9.0
1994.0,['Altered states of consciousness'],8.0
1994.0,['Alternative medicine'],6.5
1994.0,['Altruism'],8.0
1994.0,['Ambassadors'],8.0
1994.0,['American Sign Language'],8.0
1994.0,['American drama'],5.0
1994.0,['American fiction'],7.088235294117647
1994.0,['American literature'],6.428571428571429
1994.0,['American poetry'],7.666666666666667
1994.0,['American wit and humor'],6.866666666666666
1994.0,"['American wit and humor, Pictorial']",9.5
1994.0,['American wit and humor.'],9.5
1994.0,['Americans'],7.5
1994.0,['Amerikan romanı'],6.8125
1994.0,['Amish'],7.666666666666667
1994.0,['Amnesia'],7.5
1994.0,['Amnesiacs'],4.0
1994.0,['Amsterdam (Netherlands)'],7.666666666666667
1994.0,['Amusement parks'],6.0
1994.0,['Amusements'],2.0
1994.0,['Amyotrophic lateral sclerosis'],8.0
1994.0,['Analyse - Critique - Recit - Sarrasine - Structural - Texte'],8.0
1994.0,['Anansi (Legendary character)'],7.0
1994.0,['Andalusia (Spain)'],6.5
1994.0,['Anecdotes'],1.0
1994.0,['Angels'],7.230769230769231
1994.0,['Anger'],8.333333333333334
1994.0,['Anger.'],3.0
1994.0,['Anglican converts'],7.0
1994.0,['Anglo-Saxons'],7.0
1994.0,['Animal behavior therapy'],8.0
1994.0,['Animal experimentation'],5.0
1994.0,['Animal sounds'],1.0
1994.0,['Animal welfare'],8.0
1994.0,['Animals in art'],10.0
1994.0,['Animals'],7.153846153846154
1994.0,"['Animals, Fossil']",10.0
1994.0,['Anonymous letters'],8.0
1994.0,['Anorexia in adolescence'],7.0
1994.0,['Anti-communist movements'],9.0
1994.0,['Antiques & Collectibles'],8.166666666666666
1994.0,['Antislavery movements'],6.666666666666667
1994.0,['Ants'],5.0
